dst_ip,Frequency
1.158.92.11,6
1.159.10.0,6
1.159.186.1,6
1.159.189.1,6
1.159.191.1,6
1.159.192.1,6
1.159.194.1,6
1.159.196.1,6
1.159.197.1,6
1.159.21.0,6
1.159.23.0,6
1.159.25.0,6
1.159.26.0,6
1.159.28.0,6
1.159.30.0,6
1.159.5.0,6
1.159.6.0,6
1.159.85.11,6
1.159.91.11,6
1.159.93.11,6
1.16.13.0,6
1.16.168.6,8
1.16.188.1,6
1.16.189.1,6
1.16.19.0,6
1.16.191.1,8
1.16.193.1,6
1.16.198.1,6
1.16.202.13,6
1.16.228.0,6
1.16.86.11,6
1.16.89.11,6
1.160.103.0,6
1.160.110.4,8
1.160.12.0,6
1.160.171.115,6
1.160.186.1,6
1.160.187.1,6
1.160.188.1,6
1.160.190.1,6
1.160.196.1,6
1.160.197.1,6
1.160.2.0,6
1.160.20.0,6
1.160.205.0,6
1.160.22.0,6
1.160.25.0,6
1.160.30.0,6
1.160.73.8,8
1.160.83.0,8
1.160.84.11,6
1.160.85.11,6
1.161.13.0,6
1.161.18.0,6
1.161.19.0,6
1.161.190.1,6
1.161.191.1,6
1.161.193.1,6
1.161.195.1,6
1.161.196.1,6
1.161.206.166,8
1.161.21.0,6
1.161.222.221,113
1.161.24.0,6
1.161.28.0,6
1.161.4.0,6
1.161.47.1,6
1.161.6.0,6
1.161.83.11,6
1.161.89.11,6
1.161.91.11,6
1.162.10.0,6
1.162.13.0,6
1.162.16.1,6
1.162.186.1,6
1.162.191.1,6
1.162.192.1,6
1.162.195.1,6
1.162.197.1,6
1.162.2.0,6
1.162.23.0,6
1.162.25.0,6
1.162.27.0,6
1.162.30.0,6
1.162.62.0,8
1.162.66.139,18
1.162.7.0,6
1.162.74.1,6
1.162.8.0,6
1.162.83.11,6
1.162.85.11,6
1.162.90.11,6
1.163.0.0,19
1.163.1.0,6
1.163.14.0,6
1.163.155.1,6
1.163.186.1,6
1.163.187.1,6
1.163.189.1,6
1.163.193.1,6
1.163.197.1,6
1.163.2.0,6
1.163.24.0,6
1.163.240.152,9
1.163.26.0,6
1.163.7.0,6
1.163.7.6,6
1.163.86.11,6
1.163.87.11,6
1.163.89.11,6
1.163.9.0,6
1.163.91.11,6
1.163.92.11,6
1.163.94.11,6
1.164.1.0,6
1.164.138.1,6
1.164.18.0,6
1.164.186.1,6
1.164.188.1,6
1.164.189.1,6
1.164.195.1,6
1.164.20.0,6
1.164.21.0,6
1.164.25.0,6
1.164.26.0,6
1.164.3.0,6
1.164.30.0,6
1.164.48.0,6
1.164.5.0,6
1.164.6.0,6
1.164.86.11,6
1.164.92.0,8
1.165.118.0,6
1.165.15.0,6
1.165.164.1,6
1.165.184.1,6
1.165.187.1,6
1.165.19.0,6
1.165.192.1,6
1.165.2.0,6
1.165.22.0,6
1.165.24.0,6
1.165.240.108,18
1.165.29.0,6
1.165.30.0,6
1.165.5.0,7
1.165.7.0,6
1.165.84.11,6
1.165.87.11,6
1.165.89.11,6
1.165.90.11,6
1.166.1.0,6
1.166.11.0,6
1.166.120.14,6
1.166.16.0,6
1.166.18.0,6
1.166.181.14,6
1.166.188.1,6
1.166.191.0,6
1.166.191.1,6
1.166.192.1,6
1.166.194.1,6
1.166.24.0,6
1.166.26.0,6
1.166.26.1,6
1.166.28.0,6
1.166.50.71,17
1.166.8.0,6
1.166.83.11,6
1.166.88.11,6
1.166.9.0,6
1.166.91.11,6
1.166.93.11,6
1.166.94.11,6
1.167.12.0,6
1.167.174.12,6
1.167.188.1,6
1.167.191.1,6
1.167.192.1,6
1.167.197.1,6
1.167.2.0,6
1.167.22.0,6
1.167.25.0,6
1.167.27.0,6
1.167.5.0,6
1.167.7.0,6
1.167.83.11,6
1.167.85.11,6
1.167.87.11,6
1.167.90.11,6
1.167.93.11,6
1.168.1.0,6
1.168.128.1,6
1.168.13.15,6
1.168.14.0,6
1.168.17.0,6
1.168.180.13,6
1.168.186.1,6
1.168.188.1,6
1.168.189.1,6
1.168.19.0,6
1.168.193.1,6
1.168.197.1,6
1.168.21.0,6
1.168.25.0,8
1.168.26.0,6
1.168.27.0,6
1.168.34.1,6
1.168.86.11,6
1.168.88.12,6
1.168.89.11,6
1.168.9.0,6
1.169.132.1,6
1.169.144.1,6
1.169.18.0,6
1.169.192.1,6
1.169.193.1,6
1.169.196.1,6
1.169.197.1,6
1.169.20.0,6
1.169.30.0,6
1.169.6.0,6
1.169.8.0,6
1.169.86.11,6
1.169.88.1,6
1.169.90.11,6
1.169.91.11,6
1.169.93.11,6
1.17.1.0,22
1.17.10.0,6
1.17.104.15,8
1.17.168.8,6
1.17.17.0,6
1.17.187.1,6
1.17.188.1,6
1.17.189.1,6
1.17.191.1,6
1.17.193.1,6
1.17.195.1,6
1.17.197.1,6
1.17.198.1,6
1.17.2.0,6
1.17.20.0,6
1.17.22.0,6
1.17.25.0,6
1.17.27.0,6
1.17.3.0,6
1.17.30.0,6
1.17.5.0,6
1.17.87.11,6
1.17.88.11,6
1.17.88.15,8
1.17.92.11,6
1.17.93.11,6
1.17.95.11,6
1.170.10.0,6
1.170.12.0,6
1.170.14.0,6
1.170.144.0,6
1.170.15.0,6
1.170.186.1,6
1.170.187.1,6
1.170.191.1,6
1.170.193.1,6
1.170.195.1,6
1.170.197.1,6
1.170.20.0,6
1.170.25.0,6
1.170.34.1,6
1.170.4.0,6
1.170.5.0,6
1.170.57.228,115
1.170.85.11,6
1.170.87.11,6
1.170.89.11,6
1.170.9.0,6
1.170.90.11,6
1.171.0.0,21
1.171.11.0,6
1.171.156.0,6
1.171.158.0,6
1.171.188.1,6
1.171.192.1,6
1.171.195.1,6
1.171.197.1,6
1.171.23.0,6
1.171.24.0,6
1.171.3.0,6
1.171.30.0,6
1.171.60.1,6
1.171.83.11,6
1.171.84.11,6
1.171.86.11,6
1.171.9.0,6
1.172.102.121,9
1.172.112.101,19
1.172.12.0,6
1.172.13.13,6
1.172.15.0,6
1.172.189.1,6
1.172.190.1,6
1.172.191.1,6
1.172.192.1,6
1.172.194.1,6
1.172.197.1,6
1.172.2.0,6
1.172.23.0,6
1.172.30.0,6
1.172.8.0,6
1.172.8.1,6
1.172.85.11,6
1.172.87.11,6
1.172.88.11,6
1.172.90.11,6
1.173.11.0,6
1.173.12.0,6
1.173.14.0,6
1.173.148.1,6
1.173.186.1,6
1.173.187.1,6
1.173.19.0,6
1.173.190.1,6
1.173.191.1,6
1.173.193.1,6
1.173.194.1,6
1.173.196.1,6
1.173.24.0,6
1.173.26.0,6
1.173.29.0,6
1.173.6.0,6
1.173.86.11,6
1.173.89.11,6
1.173.92.11,6
1.173.94.11,6
1.174.1.0,6
1.174.101.13,6
1.174.16.0,6
1.174.18.0,6
1.174.186.0,6
1.174.186.1,6
1.174.187.1,6
1.174.189.1,6
1.174.190.1,6
1.174.192.1,6
1.174.193.1,6
1.174.195.1,6
1.174.196.1,6
1.174.197.1,6
1.174.20.0,6
1.174.26.0,6
1.174.30.0,6
1.174.8.0,6
1.174.85.11,6
1.174.90.11,6
1.175.12.0,6
1.175.14.0,6
1.175.189.1,6
1.175.191.1,6
1.175.192.1,6
1.175.195.1,6
1.175.197.1,6
1.175.84.11,6
1.175.85.11,6
1.175.89.11,6
1.175.9.0,6
1.175.90.11,6
1.175.92.11,6
1.175.94.11,6
1.176.11.0,6
1.176.129.0,6
1.176.186.1,6
1.176.187.1,6
1.176.188.1,6
1.176.189.1,6
1.176.190.1,6
1.176.191.1,6
1.176.192.1,6
1.176.193.1,6
1.176.194.1,6
1.176.195.1,6
1.176.195.213,113
1.176.196.1,6
1.176.20.15,6
1.176.23.0,6
1.176.24.0,6
1.176.28.0,6
1.176.3.0,6
1.176.8.0,6
1.176.83.11,6
1.176.84.11,6
1.176.91.11,6
1.176.93.11,6
1.177.115.0,6
1.177.12.0,6
1.177.135.1,6
1.177.164.0,6
1.177.17.0,6
1.177.18.0,6
1.177.188.1,6
1.177.189.1,6
1.177.190.1,6
1.177.191.1,6
1.177.193.1,6
1.177.194.1,6
1.177.195.1,6
1.177.196.1,6
1.177.20.0,6
1.177.23.0,6
1.177.25.0,6
1.177.27.0,6
1.177.28.0,6
1.177.3.0,6
1.177.5.0,6
1.177.92.11,6
1.177.93.11,6
1.178.13.9,6
1.178.147.18,6
1.178.17.0,6
1.178.19.0,6
1.178.190.1,6
1.178.191.1,6
1.178.193.1,6
1.178.194.1,6
1.178.196.1,6
1.178.197.1,6
1.178.235.13,6
1.178.27.0,6
1.178.6.0,6
1.178.67.10,34
1.178.7.0,6
1.178.87.11,6
1.178.91.11,6
1.179.139.1,6
1.179.15.0,6
1.179.192.1,6
1.179.23.3,10
1.179.30.0,6
1.179.5.0,6
1.179.8.0,6
1.179.85.11,6
1.18.1.0,15
1.18.12.0,6
1.18.123.4,8
1.18.132.0,6
1.18.14.0,6
1.18.163.237,115
1.18.165.5,8
1.18.187.1,6
1.18.189.1,6
1.18.191.1,6
1.18.192.1,6
1.18.193.1,6
1.18.195.1,6
1.18.196.1,6
1.18.197.1,6
1.18.24.0,6
1.18.251.0,6
1.18.49.208,115
1.18.7.0,6
1.18.84.11,6
1.18.86.11,6
1.18.87.11,6
1.18.91.11,6
1.18.93.1,6
1.18.94.11,6
1.180.12.0,6
1.180.121.12,6
1.180.17.0,6
1.180.187.1,6
1.180.188.1,6
1.180.190.1,6
1.180.191.1,6
1.180.194.1,6
1.180.195.0,6
1.180.2.0,6
1.180.22.0,6
1.180.24.0,6
1.180.25.0,6
1.180.29.0,6
1.180.30.0,6
1.180.4.0,6
1.180.87.11,6
1.180.89.11,6
1.180.90.11,6
1.180.94.11,6
1.181.1.0,6
1.181.11.0,6
1.181.13.0,6
1.181.174.0,6
1.181.187.1,6
1.181.189.1,6
1.181.19.0,6
1.181.191.1,6
1.181.194.1,6
1.181.221.11,6
1.181.26.0,6
1.181.28.0,6
1.181.4.0,6
1.181.6.0,6
1.181.84.11,6
1.181.86.11,6
1.181.86.14,6
1.181.89.11,6
1.181.91.11,6
1.181.94.11,6
1.182.10.0,6
1.182.14.0,7
1.182.187.1,6
1.182.188.1,6
1.182.189.1,6
1.182.19.0,7
1.182.194.1,6
1.182.196.1,6
1.182.197.1,6
1.182.20.0,6
1.182.25.0,7
1.182.28.0,6
1.182.30.0,6
1.182.5.0,8
1.182.51.0,6
1.182.61.1,6
1.182.68.1,6
1.182.7.0,6
1.182.8.0,6
1.182.82.0,6
1.182.87.11,6
1.182.88.11,6
1.183.11.0,6
1.183.12.0,6
1.183.174.13,6
1.183.188.1,6
1.183.194.1,6
1.183.196.1,6
1.183.197.1,6
1.183.250.0,6
1.183.27.0,6
1.183.4.0,6
1.183.6.0,6
1.183.67.0,6
1.183.7.0,6
1.183.84.11,6
1.183.86.11,6
1.183.91.11,6
1.184.1.0,6
1.184.11.0,6
1.184.18.0,6
1.184.186.1,6
1.184.187.1,6
1.184.189.1,6
1.184.192.1,6
1.184.194.1,6
1.184.197.1,6
1.184.20.0,6
1.184.23.0,6
1.184.23.1,6
1.184.28.0,6
1.184.54.13,12
1.184.57.3,8
1.184.65.137,18
1.184.83.11,6
1.184.86.11,6
1.184.90.11,6
1.185.166.0,6
1.185.17.0,6
1.185.186.1,6
1.185.189.1,6
1.185.19.0,6
1.185.195.1,6
1.185.197.1,6
1.185.2.0,6
1.185.20.0,6
1.185.5.0,6
1.185.55.0,6
1.185.7.0,6
1.185.84.11,6
1.185.85.11,6
1.185.94.11,6
1.186.13.0,6
1.186.18.0,6
1.186.187.1,6
1.186.19.0,6
1.186.192.1,6
1.186.195.1,6
1.186.197.1,6
1.186.20.0,6
1.186.23.0,6
1.186.24.0,6
1.186.249.0,6
1.186.4.0,6
1.186.49.234,11
1.186.8.0,6
1.186.84.11,6
1.186.89.11,6
1.186.93.11,6
1.187.10.0,6
1.187.113.13,6
1.187.115.1,6
1.187.129.12,6
1.187.13.0,6
1.187.146.1,6
1.187.17.0,6
1.187.187.1,6
1.187.189.1,6
1.187.190.1,6
1.187.191.1,6
1.187.192.1,6
1.187.196.1,6
1.187.23.0,6
1.187.30.0,6
1.187.48.0,6
1.187.83.11,6
1.187.87.11,6
1.187.88.11,6
1.188.1.0,6
1.188.101.11,6
1.188.187.1,6
1.188.188.1,6
1.188.189.1,6
1.188.195.1,6
1.188.196.1,6
1.188.197.1,6
1.188.2.0,6
1.188.21.0,6
1.188.26.0,6
1.188.29.0,6
1.188.6.0,6
1.188.89.11,6
1.188.9.0,6
1.188.91.11,6
1.188.94.11,6
1.189.1.0,6
1.189.10.0,6
1.189.13.0,6
1.189.18.0,6
1.189.186.1,6
1.189.187.1,6
1.189.191.1,6
1.189.193.1,6
1.189.195.1,6
1.189.197.1,6
1.189.20.0,6
1.189.204.5,10
1.189.21.0,6
1.189.23.0,6
1.189.30.0,6
1.189.48.125,6
1.189.5.0,6
1.189.57.250,17
1.189.6.0,6
1.189.8.0,6
1.189.8.7,6
1.189.83.11,6
1.189.85.11,6
1.189.86.7,6
1.189.90.0,6
1.19.0.0,20
1.19.1.0,20
1.19.13.0,6
1.19.187.1,6
1.19.189.1,6
1.19.192.1,6
1.19.193.1,6
1.19.195.1,6
1.19.196.1,6
1.19.198.1,6
1.19.20.0,6
1.19.30.0,6
1.19.32.1,6
1.19.54.3,6
1.19.85.0,6
1.19.85.11,6
1.19.88.11,6
1.19.91.11,6
1.19.93.11,6
1.190.10.0,6
1.190.17.0,6
1.190.186.1,6
1.190.189.1,6
1.190.190.1,6
1.190.192.14,6
1.190.193.1,6
1.190.194.1,6
1.190.196.1,6
1.190.22.0,6
1.190.27.0,6
1.190.30.0,6
1.190.4.0,6
1.190.43.1,6
1.190.85.11,6
1.190.92.11,6
1.191.0.0,19
1.191.14.0,6
1.191.16.0,6
1.191.167.117,6
1.191.18.0,6
1.191.189.1,6
1.191.19.0,6
1.191.194.1,6
1.191.195.1,6
1.191.203.1,8
1.191.234.0,6
1.191.24.0,6
1.191.26.0,6
1.191.38.12,6
1.191.84.11,6
1.191.89.11,6
1.191.91.11,6
1.192.0.0,18
1.192.10.0,6
1.192.12.0,6
1.192.12.1,6
1.192.150.1,6
1.192.17.0,6
1.192.197.1,6
1.192.2.0,6
1.192.216.12,8
1.192.27.0,6
1.192.48.146,6
1.192.5.0,6
1.192.7.0,6
1.192.8.0,6
1.192.83.11,6
1.192.87.11,6
1.192.90.11,6
1.192.93.1,6
1.192.93.11,6
1.193.1.0,6
1.193.12.0,6
1.193.14.0,6
1.193.186.1,6
1.193.187.1,6
1.193.188.1,6
1.193.189.1,6
1.193.19.0,6
1.193.190.1,6
1.193.193.1,6
1.193.195.1,6
1.193.196.1,6
1.193.197.1,6
1.193.2.0,6
1.193.246.35,17
1.193.4.0,6
1.193.86.11,6
1.193.91.11,6
1.193.94.11,6
1.194.16.0,6
1.194.161.13,6
1.194.189.1,6
1.194.190.1,6
1.194.197.1,6
1.194.242.213,113
1.194.25.0,6
1.194.26.13,8
1.194.3.0,6
1.194.83.11,6
1.194.85.11,6
1.194.90.11,6
1.195.138.1,6
1.195.15.1,6
1.195.174.9,8
1.195.188.1,6
1.195.189.1,6
1.195.190.1,6
1.195.191.1,6
1.195.193.1,6
1.195.194.1,6
1.195.20.0,6
1.195.24.0,6
1.195.25.0,6
1.195.27.0,6
1.195.5.0,6
1.195.77.118,7
1.195.84.11,6
1.195.90.11,6
1.196.1.0,6
1.196.103.4,8
1.196.11.0,6
1.196.11.6,6
1.196.16.0,6
1.196.175.0,8
1.196.18.0,6
1.196.187.5,6
1.196.196.1,6
1.196.197.1,6
1.196.4.0,6
1.196.86.11,6
1.196.9.0,8
1.196.93.11,6
1.196.94.11,6
1.197.0.0,20
1.197.102.1,6
1.197.17.0,6
1.197.186.1,6
1.197.188.1,6
1.197.190.1,6
1.197.193.1,8
1.197.195.1,6
1.197.196.1,6
1.197.2.0,6
1.197.20.0,6
1.197.219.14,6
1.197.25.0,6
1.197.251.12,10
1.197.27.0,6
1.197.5.0,6
1.197.7.0,6
1.197.85.11,6
1.197.93.11,6
1.198.0.0,18
1.198.187.1,6
1.198.188.1,6
1.198.189.1,6
1.198.191.1,6
1.198.192.1,6
1.198.194.1,6
1.198.195.1,6
1.198.196.1,6
1.198.197.1,6
1.198.2.0,6
1.198.21.0,6
1.198.217.0,6
1.198.24.0,6
1.198.25.1,6
1.198.27.0,6
1.198.29.0,6
1.198.84.11,6
1.198.86.11,6
1.198.87.11,6
1.198.9.0,6
1.198.91.11,6
1.198.94.11,6
1.199.0.0,22
1.199.10.0,6
1.199.13.0,6
1.199.18.0,6
1.199.186.1,6
1.199.189.1,6
1.199.190.1,6
1.199.191.1,6
1.199.192.1,6
1.199.193.1,6
1.199.196.1,6
1.199.207.14,6
1.199.28.0,6
1.199.29.10,8
1.199.3.0,6
1.199.42.1,6
1.199.5.0,6
1.199.57.14,6
1.199.78.105,17
1.199.86.11,6
1.199.91.11,6
1.2.1.0,19
1.2.12.0,6
1.2.126.13,6
1.2.13.0,6
1.2.17.0,6
1.2.18.0,6
1.2.188.1,6
1.2.191.1,6
1.2.193.1,6
1.2.196.1,6
1.2.23.0,6
1.2.85.11,6
1.2.92.11,6
1.2.93.11,6
1.20.1.0,20
1.20.14.0,6
1.20.187.1,6
1.20.188.1,6
1.20.189.1,6
1.20.19.0,6
1.20.191.1,6
1.20.193.1,6
1.20.194.1,6
1.20.197.1,6
1.20.198.1,6
1.20.211.3,8
1.20.217.0,6
1.20.24.0,6
1.20.25.0,6
1.20.27.0,6
1.20.29.0,6
1.20.34.0,6
1.20.5.0,6
1.20.84.11,6
1.20.87.11,6
1.20.89.11,6
1.20.9.21,6
1.20.90.11,6
1.20.92.11,6
1.200.0.0,24
1.200.102.201,15
1.200.171.1,6
1.200.187.1,6
1.200.190.1,6
1.200.191.0,6
1.200.192.1,6
1.200.193.1,6
1.200.196.1,6
1.200.22.0,6
1.200.25.0,6
1.200.29.0,6
1.200.30.0,6
1.200.4.14,6
1.200.7.0,6
1.200.84.11,6
1.200.9.0,6
1.200.92.11,6
1.200.94.11,6
1.201.0.0,25
1.201.11.0,6
1.201.135.0,6
1.201.14.0,6
1.201.16.0,6
1.201.186.1,6
1.201.187.1,6
1.201.188.1,6
1.201.19.0,6
1.201.190.1,6
1.201.197.1,6
1.201.23.0,6
1.201.255.7,6
1.201.3.0,6
1.201.6.0,6
1.201.69.118,7
1.201.8.0,6
1.201.84.11,6
1.201.86.11,6
1.201.89.11,6
1.201.93.11,6
1.202.0.0,24
1.202.10.0,6
1.202.117.12,6
1.202.151.1,6
1.202.186.1,6
1.202.187.1,6
1.202.191.1,6
1.202.193.1,6
1.202.194.1,6
1.202.195.1,6
1.202.2.0,6
1.202.209.14,6
1.202.22.0,6
1.202.23.0,6
1.202.238.171,6
1.202.25.0,8
1.202.3.0,6
1.202.30.0,6
1.202.7.0,6
1.202.8.0,6
1.202.88.11,6
1.202.90.11,6
1.202.92.11,6
1.203.0.0,21
1.203.1.0,6
1.203.187.1,6
1.203.189.1,6
1.203.191.1,6
1.203.193.1,6
1.203.194.1,6
1.203.195.1,6
1.203.196.1,6
1.203.197.1,6
1.203.2.0,6
1.203.24.0,6
1.203.26.0,6
1.203.27.0,6
1.203.4.0,6
1.203.6.0,6
1.203.84.11,6
1.203.86.11,6
1.203.89.11,6
1.203.96.0,6
1.204.0.0,20
1.204.112.12,6
1.204.16.0,6
1.204.187.1,6
1.204.188.1,6
1.204.190.1,6
1.204.192.1,6
1.204.195.1,6
1.204.207.169,6
1.204.214.6,8
1.204.28.0,6
1.204.30.0,6
1.204.83.11,6
1.204.88.11,6
1.204.91.11,6
1.204.93.11,6
1.205.0.0,20
1.205.11.2,8
1.205.15.0,6
1.205.153.1,10
1.205.161.0,6
1.205.179.1,6
1.205.186.1,6
1.205.187.1,6
1.205.188.1,6
1.205.189.1,6
1.205.19.0,6
1.205.190.1,6
1.205.191.1,6
1.205.194.1,6
1.205.196.1,6
1.205.22.0,6
1.205.24.0,6
1.205.27.0,6
1.205.68.13,6
1.205.84.11,6
1.205.87.11,6
1.205.89.11,6
1.205.9.0,6
1.205.90.11,8
1.205.92.11,6
1.206.0.0,23
1.206.14.0,6
1.206.145.1,6
1.206.16.0,6
1.206.190.1,6
1.206.195.1,6
1.206.197.1,6
1.206.23.0,6
1.206.26.0,6
1.206.28.0,6
1.206.4.0,6
1.206.83.11,6
1.206.84.11,6
1.206.89.11,6
1.206.9.0,6
1.206.93.11,6
1.207.0.0,23
1.207.12.0,6
1.207.13.0,6
1.207.186.1,6
1.207.188.1,6
1.207.189.1,6
1.207.190.4,6
1.207.191.1,6
1.207.194.1,6
1.207.195.1,6
1.207.197.1,8
1.207.20.0,6
1.207.23.0,6
1.207.25.7,8
1.207.27.0,6
1.207.3.0,6
1.207.50.253,11
1.207.7.0,6
1.207.83.11,6
1.207.85.11,6
1.207.87.11,6
1.207.88.11,6
1.207.92.11,6
1.207.93.11,6
1.208.0.0,21
1.208.11.0,6
1.208.187.1,6
1.208.189.1,6
1.208.19.0,6
1.208.190.1,6
1.208.191.1,6
1.208.193.1,6
1.208.194.1,6
1.208.21.0,6
1.208.24.0,6
1.208.27.0,6
1.208.29.0,6
1.208.40.7,6
1.208.84.11,6
1.208.89.11,6
1.208.9.0,6
1.208.94.11,6
1.209.0.0,24
1.209.188.1,6
1.209.189.1,6
1.209.191.1,6
1.209.192.1,6
1.209.196.1,6
1.209.218.14,6
1.209.26.0,6
1.209.83.11,6
1.209.85.11,6
1.209.86.11,6
1.209.88.11,6
1.209.90.11,6
1.209.91.11,6
1.209.93.11,6
1.209.93.3,6
1.21.0.0,25
1.21.1.0,15
1.21.11.0,6
1.21.13.0,6
1.21.14.0,6
1.21.154.5,10
1.21.187.1,6
1.21.189.1,6
1.21.190.1,6
1.21.192.1,6
1.21.193.1,6
1.21.195.1,6
1.21.196.1,6
1.21.226.100,18
1.21.23.0,6
1.21.24.0,6
1.21.26.0,6
1.21.28.0,6
1.21.29.0,6
1.21.86.11,6
1.21.93.127,6
1.21.94.11,6
1.210.0.0,23
1.210.10.0,6
1.210.12.0,6
1.210.155.0,6
1.210.17.0,6
1.210.186.1,6
1.210.189.1,6
1.210.191.1,6
1.210.193.1,6
1.210.194.1,6
1.210.197.1,6
1.210.2.0,6
1.210.22.0,6
1.210.233.13,6
1.210.35.46,6
1.210.63.11,8
1.210.7.0,6
1.210.85.11,6
1.210.9.0,6
1.210.91.12,6
1.210.92.11,6
1.210.98.0,6
1.211.0.0,23
1.211.14.0,6
1.211.18.0,6
1.211.186.1,6
1.211.187.1,6
1.211.189.1,6
1.211.190.1,6
1.211.191.1,6
1.211.194.1,6
1.211.195.1,6
1.211.196.1,6
1.211.197.1,6
1.211.21.0,6
1.211.24.0,6
1.211.83.11,6
1.211.86.11,6
1.211.88.11,6
1.211.9.0,6
1.212.0.0,18
1.212.10.0,6
1.212.15.0,6
1.212.154.14,6
1.212.17.0,6
1.212.188.1,6
1.212.189.1,6
1.212.191.1,6
1.212.192.1,6
1.212.193.1,6
1.212.195.1,6
1.212.197.1,6
1.212.20.0,6
1.212.22.0,6
1.212.226.0,6
1.212.37.12,10
1.212.8.0,6
1.212.83.11,6
1.212.92.11,6
1.212.93.11,6
1.213.0.0,25
1.213.103.1,6
1.213.11.0,6
1.213.116.1,6
1.213.117.0,6
1.213.14.0,6
1.213.16.0,6
1.213.186.1,6
1.213.189.1,6
1.213.19.0,6
1.213.195.1,6
1.213.197.1,6
1.213.2.0,6
1.213.24.0,6
1.213.255.12,6
1.213.26.0,6
1.213.27.0,6
1.213.7.0,6
1.213.86.11,6
1.213.91.11,6
1.213.95.12,6
1.213.99.0,6
1.214.0.0,23
1.214.1.0,6
1.214.10.0,6
1.214.11.0,6
1.214.15.0,6
1.214.18.0,6
1.214.188.1,6
1.214.190.1,6
1.214.193.1,6
1.214.195.1,6
1.214.197.1,6
1.214.25.105,18
1.214.28.0,6
1.214.30.0,6
1.214.8.0,6
1.214.83.11,6
